process (yes if 1),Site Name,start_date,end_date,satellite,tile,resolution (m),flag
0,_v13,2021-01-01,2021-12-31,S2,21HUC,20,1
0,_v13,2021-01-01,2021-12-31,S2,21HUB,20,1
0,_v13,2021-01-01,2021-12-31,S2,21HVC,20,1
1,_v13,2021-11-01,2022-01-31,S2,21HVB,20,1

