process (yes if 1),Site Name,start_date,end_date,satellite,tile,resolution (m),flag
1,_v15,2016-01-01,2023-05-15,S2,33PUR,20,1
1,_v15,2016-01-01,2023-05-15,S2,33PUQ,20,1
1,_v15,2016-01-01,2023-05-15,S2,33PVQ,20,1
1,_v15,2016-01-01,2023-05-15,S2,33PVP,20,1
1,_v15,2016-01-01,2023-05-15,S2,33PWQ,20,1
1,_v15,2016-01-01,2023-05-15,S2,33PWP,20,1
1,_v15,2016-01-01,2023-05-15,S2,33PVR,20,1
1,_v15,2016-01-01,2023-05-15,S2,33PUP,20,1
1,_v15,2016-01-01,2023-05-15,S2,33PTR,20,1
