process (yes if 1),Site Name,start_date,end_date,satellite,tile,resolution (m),flag
1,v13,2021-01-01,2021-12-31,S2,20LLQ,20,1
1,v13,2021-01-01,2021-12-31,S2,20LKQ,20,1
1,v13,2021-01-01,2021-12-31,S2,19LHJ,20,1


