process (yes if 1),Site Name,start_date,end_date,satellite,tile,resolution (m),flag
1,_v15,2021-01-01,2022-07-05,S2,20JLL,20,1
1,_v15,2020-01-01,2020-12-31,S2,20JLL,20,1
1,_v15,2019-01-01,2019-12-31,S2,20JLL,20,1

