"time lag in second between MSI bands"
band,B02,B08,B03,B10,B04,B05,B11,B06,B07,B08a,B12,B01,B09
timelag,0.,0.264,0.527,0.851,1.005,1.2690000000000001,1.4680000000000002,1.525,1.79,2.055,2.085,2.314,2.5860000000000003
