wl mean sd sem
817 1.4840560719601 NA NA
818 1.48391843341537 NA NA
819 1.48378102596618 NA NA
820 1.48364384793574 NA NA
821 1.48350689765694 NA NA
822 1.48337017347272 NA NA
823 1.48323367373526 NA NA
824 1.48309739680677 NA NA
825 1.48296134105854 NA NA
826 1.48282550487166 NA NA
827 1.48268988663629 NA NA
828 1.48255448475214 NA NA
829 1.48241929762793 NA NA
830 1.48228432368169 NA NA
831 1.48214956134036 NA NA
832 1.48201500903997 NA NA
833 1.48188066522561 NA NA
834 1.48174652835099 NA NA
835 1.48161259687885 NA NA
836 1.48147886928058 NA NA
837 1.48134534403614 NA NA
838 1.48121201963416 NA NA
839 1.48107889457195 NA NA
840 1.4809459673551 NA NA
841 1.48081323649764 NA NA
842 1.48068070052203 NA NA
843 1.48054835795892 NA NA
844 1.48041620734717 NA NA
845 1.4802842472339 NA NA
846 1.48015247617421 NA NA
847 1.48002089273128 NA NA
848 1.47988949547627 NA NA
849 1.47975828298815 NA NA
850 1.47962725385389 NA NA
851 1.47949640666813 NA NA
852 1.47936574003328 NA NA
853 1.47923525255948 NA NA
854 1.47910494286442 NA NA
855 1.47897480957336 NA NA
856 1.47884485131903 NA NA
857 1.4787150667417 NA NA
858 1.4785854544889 NA NA
859 1.47845601321555 NA NA
860 1.47832674158395 NA NA
861 1.47819763826343 NA NA
862 1.47806870193061 NA NA
863 1.4779399312692 NA NA
864 1.47781132497007 NA NA
865 1.4776828817309 NA NA
866 1.47755460025656 NA NA
867 1.47742647925852 NA NA
868 1.47729851745545 NA NA
869 1.47717071357266 NA NA
870 1.47704306634211 NA NA
871 1.47691557450262 NA NA
872 1.4767882367996 NA NA
873 1.47666105198519 NA NA
874 1.47653401881778 NA NA
875 1.47640713606264 NA NA
876 1.47628040249126 NA NA
877 1.47615381688156 NA NA
878 1.4760273780179 NA NA
879 1.47590108469091 NA NA
880 1.47577493569753 NA NA
881 1.47564892984086 NA NA
882 1.47552306593023 NA NA
883 1.47539734278115 NA NA
884 1.47527175921503 NA NA
885 1.47514631405963 NA NA
886 1.47502100614834 NA NA
887 1.47489583432085 NA NA
888 1.47477079742255 NA NA
889 1.47464589430474 NA NA
890 1.47452112382458 NA NA
891 1.47439648484502 NA NA
892 1.47427197623469 NA NA
893 1.47414759686791 NA NA
894 1.4740233456248 NA NA
895 1.47389922139099 NA NA
896 1.47377522305765 NA NA
897 1.47365134952151 NA NA
898 1.47352759968489 NA NA
899 1.47340397245547 NA NA
900 1.4732804667463 NA NA
901 1.47315708147588 NA NA
902 1.47303381556812 NA NA
903 1.47291066795202 NA NA
904 1.47278763756215 NA NA
905 1.4726647233379 NA NA
906 1.47254192422418 NA NA
907 1.47241923917094 NA NA
908 1.47229666713311 NA NA
909 1.47217420707097 NA NA
910 1.47205185794951 NA NA
911 1.47192961873906 NA NA
912 1.47180748841454 NA NA
913 1.47168546595618 NA NA
914 1.47156355034876 NA NA
915 1.47144174058214 NA NA
916 1.47132003565103 NA NA
917 1.47119843455465 NA NA
918 1.47107693629726 NA NA
919 1.47095553988776 NA NA
920 1.47083424433961 NA NA
921 1.47071304867112 NA NA
922 1.47059195190511 NA NA
923 1.47047095306894 NA NA
924 1.47035005119466 NA NA
925 1.47022924531866 NA NA
926 1.47010853448192 NA NA
927 1.46998791772995 NA NA
928 1.46986739411261 NA NA
929 1.46974696268404 NA NA
930 1.46962662250295 NA NA
931 1.46950637263223 NA NA
932 1.46938621213912 NA NA
933 1.46926614009513 NA NA
934 1.46914615557593 NA NA
935 1.46902625766163 NA NA
936 1.46890644543616 NA NA
937 1.46878671798795 NA NA
938 1.46866707440936 NA NA
939 1.46854751379678 NA NA
940 1.4684280352509 NA NA
941 1.46830863787613 NA NA
942 1.46818932078111 NA NA
943 1.46807008307845 NA NA
944 1.46795092388463 NA NA
945 1.46783184231997 NA NA
946 1.46771283750883 NA NA
947 1.46759390857939 NA NA
948 1.46747505466365 NA NA
949 1.46735627489731 NA NA
950 1.46723756842017 NA NA
951 1.46711893437533 NA NA
952 1.46700037191013 NA NA
953 1.46688188017506 NA NA
954 1.46676345832477 NA NA
955 1.46664510551731 NA NA
956 1.46652682091431 NA NA
957 1.46640860368121 NA NA
958 1.4662904529868 NA NA
959 1.4661723680036 NA NA
960 1.46605434790753 NA NA
961 1.46593639187803 NA NA
962 1.46581849909804 NA NA
963 1.46570066875389 NA NA
964 1.46558290003551 NA NA
965 1.46546519213592 NA NA
966 1.46534754425189 NA NA
967 1.46522995558318 NA NA
968 1.46511242533309 NA NA
969 1.46499495270829 NA NA
970 1.46487753691844 NA NA
971 1.46476017717674 NA NA
972 1.4646428726995 NA NA
973 1.46452562270631 NA NA
974 1.46440842641976 NA NA
975 1.46429128306593 NA NA
976 1.46417419187379 NA NA
977 1.46405715207547 NA NA
978 1.46394016290628 NA NA
979 1.46382322360458 NA NA
980 1.46370633341179 NA NA
981 1.46358949157222 NA NA
982 1.4634726973335 NA NA
983 1.463355949946 NA NA
984 1.46323924866308 NA NA
985 1.4631225927412 NA NA
986 1.46300598143963 NA NA
987 1.46288941402056 NA NA
988 1.46277288974905 NA NA
989 1.46265640789319 NA NA
990 1.46253996772368 NA NA
991 1.46242356851427 NA NA
992 1.46230720954131 NA NA
993 1.4621908900841 NA NA
994 1.46207460942457 NA NA
995 1.46195836684752 NA NA
996 1.46184216164052 NA NA
997 1.46172599309362 NA NA
998 1.46160986049989 NA NA
999 1.46149376315471 NA NA
1000 1.46137770035639 NA NA
1001 1.46126167140574 NA NA
1002 1.46114567560625 NA NA
1003 1.46102971226396 NA NA
1004 1.46091378068755 NA NA
1005 1.46079788018823 NA NA
1006 1.4606820100797 NA NA
1007 1.46056616967827 NA NA
1008 1.46045035830273 NA NA
1009 1.46033457527432 NA NA
1010 1.46021881991678 NA NA
1011 1.46010309155622 NA NA
1012 1.45998738952145 NA NA
1013 1.45987171314345 NA NA
1014 1.45975606175558 NA NA
1015 1.45964043469375 NA NA
1016 1.45952483129626 NA NA
1017 1.4594092509035 NA NA
1018 1.45929369285845 NA NA
1019 1.45917815650636 NA NA
1020 1.45906264119461 NA NA
1021 1.45894714627314 NA NA
1022 1.45883167109396 NA NA
1023 1.45871621501132 NA NA
1024 1.45860077738193 NA NA
1025 1.4584853575645 NA NA
1026 1.45836995491996 NA NA
1027 1.4582545688115 NA NA
1028 1.45813919860452 NA NA
1029 1.4580238436665 NA NA
1030 1.45790850336708 NA NA
1031 1.45779317707805 NA NA
1032 1.45767786417327 NA NA
1033 1.45756256402876 NA NA
1034 1.45744727602261 NA NA
1035 1.45733199953483 NA NA
1036 1.45721673394768 NA NA
1037 1.45710147864546 NA NA
1038 1.45698623301433 NA NA
1039 1.45687099644254 NA NA
1040 1.45675576832037 NA NA
1041 1.45664054803999 NA NA
1042 1.45652533499569 NA NA
1043 1.45641012858353 NA NA
1044 1.45629492820166 NA NA
1045 1.45617973325003 NA NA
1046 1.45606454313056 NA NA
1047 1.45594935724704 NA NA
1048 1.45583417500521 NA NA
1049 1.45571899581256 NA NA
1050 1.45560381907857 NA NA
1051 1.4554886442144 NA NA
1052 1.45537347063323 NA NA
1053 1.45525829774998 NA NA
1054 1.45514312498117 NA NA
1055 1.45502795174541 NA NA
1056 1.4549127774629 NA NA
1057 1.45479760155562 NA NA
1058 1.45468242344745 NA NA
1059 1.45456724256386 NA NA
1060 1.45445205833197 NA NA
1061 1.45433687018085 NA NA
1062 1.45422167754104 NA NA
1063 1.45410647984483 NA NA
1064 1.45399127652621 NA NA
1065 1.45387606702099 NA NA
1066 1.45376085076627 NA NA
1067 1.45364562720101 NA NA
1068 1.4535303957659 NA NA
1069 1.45341515590295 NA NA
1070 1.45329990705599 NA NA
1071 1.45318464867038 NA NA
1072 1.45306938019301 NA NA
1073 1.45295410107236 NA NA
1074 1.45283881075862 NA NA
1075 1.45272350870323 NA NA
1076 1.45260819435927 NA NA
1077 1.45249286718149 NA NA
1078 1.452377526626 NA NA
1079 1.45226217215036 NA NA
1080 1.45214680321375 NA NA
1081 1.45203141927678 NA NA
1082 1.45191601980143 NA NA
1083 1.45180060425121 NA NA
1084 1.45168517209107 NA NA
1085 1.45156972278734 NA NA
1086 1.45145425580788 NA NA
1087 1.45133877062182 NA NA
1088 1.45122326669982 NA NA
1089 1.45110774351369 NA NA
1090 1.45099220053691 NA NA
1091 1.4508766372441 NA NA
1092 1.45076105311132 NA NA
1093 1.45064544761607 NA NA
1094 1.45052982023693 NA NA
1095 1.45041417045406 NA NA
1096 1.45029849774886 NA NA
1097 1.45018280160382 NA NA
1098 1.45006708150308 NA NA
1099 1.44995133693173 NA NA
1100 1.4498355673764 NA NA
1101 1.44971977232476 NA NA
1102 1.44960395126587 NA NA
1103 1.44948810368998 NA NA
1104 1.44937222908857 NA NA
1105 1.4492563269544 NA NA
1106 1.4491403967813 NA NA
1107 1.44902443806445 NA NA
1108 1.4489084503001 NA NA
1109 1.44879243298587 NA NA
1110 1.44867638562034 NA NA
1111 1.44856030770333 NA NA
1112 1.44844419873586 NA NA
1113 1.44832805822007 NA NA
1114 1.44821188565919 NA NA
1115 1.44809568055762 NA NA
1116 1.44797944242093 NA NA
1117 1.44786317075566 NA NA
1118 1.44774686506956 NA NA
1119 1.4476305248715 NA NA
1120 1.4475141496712 NA NA
1121 1.44739773897973 NA NA
1122 1.44728129230915 NA NA
1123 1.4471648091724 NA NA
1124 1.44704828908367 NA NA
1125 1.44693173155817 NA NA
1126 1.44681513611203 NA NA
1127 1.44669850226243 NA NA
1128 1.44658182952753 NA NA
1129 1.44646511742671 NA NA
1130 1.44634836548002 NA NA
1131 1.44623157320869 NA NA
1132 1.44611474013497 NA NA
1133 1.44599786578184 NA NA
1134 1.44588094967349 NA NA
1135 1.44576399133501 NA NA
1136 1.44564699029224 NA NA
1137 1.44552994607223 NA NA
1138 1.44541285820277 NA NA
1139 1.44529572621257 NA NA
1140 1.44517854963139 NA NA
1141 1.44506132798979 NA NA
1142 1.44494406081926 NA NA
1143 1.44482674765203 NA NA
1144 1.44470938802145 NA NA
1145 1.44459198146164 NA NA
1146 1.44447452750744 NA NA
1147 1.44435702569477 NA NA
1148 1.44423947556028 NA NA
1149 1.44412187664146 NA NA
1150 1.4440042284766 NA NA
1151 1.44388653060491 NA NA
1152 1.44376878256634 NA NA
1153 1.44365098390167 NA NA
1154 1.44353313415257 NA NA
1155 1.44341523286124 NA NA
1156 1.44329727957092 NA NA
1157 1.44317927382561 NA NA
1158 1.44306121516989 NA NA
1159 1.4429431031494 NA NA
1160 1.44282493731015 NA NA
1161 1.44270671719926 NA NA
1162 1.44258844236447 NA NA
1163 1.44247011235409 NA NA
1164 1.44235172671734 NA NA
1165 1.44223328500419 NA NA
1166 1.44211478676519 NA NA
1167 1.44199623155166 NA NA
1168 1.44187761891563 NA NA
1169 1.44175894840976 NA NA
1170 1.44164021958742 NA NA
1171 1.44152143200269 NA NA
1172 1.44140258521029 NA NA
1173 1.44128367876569 NA NA
1174 1.44116471222481 NA NA
1175 1.44104568514446 NA NA
1176 1.44092659708196 NA NA
1177 1.44080744759517 NA NA
1178 1.44068823624282 NA NA
1179 1.44056896258418 NA NA
1180 1.44044962617894 NA NA
1181 1.44033022658761 NA NA
1182 1.44021076337125 NA NA
1183 1.44009123609156 NA NA
1184 1.43997164431074 NA NA
1185 1.43985198759155 NA NA
1186 1.43973226549746 NA NA
1187 1.43961247759247 NA NA
1188 1.43949262344093 NA NA
1189 1.43937270260812 NA NA
1190 1.43925271465957 NA NA
1191 1.43913265916149 NA NA
1192 1.43901253568062 NA NA
1193 1.43889234378412 NA NA
1194 1.43877208303974 NA NA
1195 1.43865175301593 NA NA
1196 1.43853135328139 NA NA
1197 1.43841088340535 NA NA
1198 1.43829034295771 NA NA
1199 1.4381697315088 NA NA
1200 1.43804904862925 NA NA
1201 1.43792829389051 NA NA
1202 1.43780746686422 NA NA
1203 1.43768656712256 NA NA
1204 1.4375655942382 NA NA
1205 1.43744454778435 NA NA
1206 1.43732342733458 NA NA
1207 1.43720223246279 NA NA
1208 1.4370809627436 NA NA
1209 1.43695961775171 NA NA
1210 1.43683819706269 NA NA
1211 1.43671670025205 NA NA
1212 1.43659512689607 NA NA
1213 1.43647347657123 NA NA
1214 1.4363517488546 NA NA
1215 1.43622994332355 NA NA
